Key;Label
Sample-1;0
Sample-2;1
Sample-3;1
Sample-4;0
Sample-5;1
Sample-6;1
Sample-7;1
Sample-8;1
Sample-9;1
Sample-10;1
Sample-11;1
Sample-12;0
Sample-13;1
Sample-14;1
Sample-15;0
Sample-16;1
Sample-17;1
Sample-18;1
Sample-19;0
Sample-20;1
Sample-21;0
Sample-22;1
Sample-23;1
Sample-24;1
Sample-25;0
Sample-26;1
Sample-27;1
Sample-28;1
Sample-29;0
Sample-30;1
Sample-31;0
Sample-32;1
Sample-33;1
Sample-34;0
Sample-35;1
Sample-36;1
Sample-37;1
Sample-38;1
Sample-39;1
Sample-40;1
Sample-41;1
Sample-42;1
Sample-43;1
Sample-44;1
Sample-45;0
Sample-46;0
Sample-47;1
Sample-48;0
Sample-49;1
Sample-50;0
Sample-51;1
Sample-52;1
Sample-53;1
Sample-54;1
Sample-55;1
Sample-56;1
Sample-57;1
Sample-58;1
Sample-59;1
Sample-60;0
Sample-61;1
Sample-62;1
Sample-63;1
Sample-64;0
Sample-65;1
Sample-66;1
Sample-67;0
Sample-68;0
Sample-69;1
Sample-70;1
Sample-71;1
Sample-72;0
Sample-73;1
Sample-74;0
Sample-75;0
Sample-76;1
Sample-77;1
Sample-78;1
