Key;Label
PSMA_AUG030_new;0
PSMA_AUG023_new;0
PSMA_AUG037_new;0
PSMA_AUG062_new;0
PSMA_AUG070_new;0
PSMA_AUG097_new;0
PSMA_AUG099_new;0
PSMA_AUG292_new;0
PSMA_AUG213_new;0
PSMA_AUG115_new;0
PSMA_AUG331_new;0
PSMA_AUG322_new;0
PSMA_AUG345_new;0
PSMA_AUG346_new;0
PSMA_AUG364_new;0
PSMA_AUG357_new;0
PSMA_AUG370_new;0
PSMA_AUG354_new;0
PSMA_AUG304_new;0
PSMA_AUG102_new;0
PSMA_AUG258_new;0
PSMA_AUG104_new;0
PSMA_AUG286_new;0
PSMA_AUG305_new;0
PSMA_AUG318_new;0
PSMA_AUG340_new;1
PSMA_AUG342_new;1
PSMA_AUG341_new;1
PSMA_AUG242_new;1
PSMA_AUG365_new;1
PSMA_AUG366_new;1
PSMA_AUG005_new;1
PSMA_AUG095_new;1
PSMA_AUG134_new;1
PSMA_AUG316_new;1
PSMA_AUG189_new;1
PSMA_AUG303_new;1
PSMA_AUG239_new;1
PSMA_AUG348_new;1
PSMA_AUG352_new;1
PSMA_AUG358_new;1
PSMA_AUG353_new;1
PSMA_AUG360_new;1
PSMA_AUG198_new;1
PSMA_AUG293_new;1
PSMA_AUG171_new;1
PSMA_AUG227_new;1
PSMA_AUG204_new;1
PSMA_AUG330_new;1
PSMA_AUG339_new;1
